category,project,InducingDate,BugFixing,FixingDates,InducingMessage
Assembly,lanl/qmasm,7fa7d3c2f17d448875ee5b633dc64b3cc7e4c9f3,2020-05-20T18:04:10Z,6900401ad01e4474d2db7a9bdc9a6955f31cdc3f/,2020-06-02 14:33:00-06:00/,Scale coefficients to the hardware's range when outputting Qubist code
Assembly,lanl/qmasm,5e6379cb72d249a86c71049b0648f17f771cdd16,2020-03-11T22:04:53Z,803d301abedae259bd34466a669e0f76944b750b/f981684a5d995c3a235226b5579d094a5c2b3fc4/c1197af6140efbee621aaab43c3b09ff0988d658/1bc122180830027ea8987b70a5ef1e5666246857/6fdc8c51b614dcdc989875a97344e89b0b722729/,2020-03-12 16:08:03-06:00/2020-03-12 16:48:10-06:00/2020-07-01 17:12:25-06:00/2020-05-19 16:10:30-06:00/2020-06-12 12:54:46-06:00/,":bug: Correct the data types involved in embedding

Embedding keys are once again stored as integers instead of strings.

The hardware adjacency is now stored in the format required by
embed_bqm (a map from vertices to neighbors) as opposed to the format
required by minorminer's find_embedding (a list of pairs of vertices).

Additionally, the code now outputs embedding statistics."
Assembly,lanl/qmasm,0c98de5cf8f692eb4516d49bc9c16090cd334cb1,2017-10-10T07:00:18Z,3fea1a48e3675e1cd5b23833f3ee9ae290cfa218/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2017-10-10 14:39:46-07:00/2020-06-03 14:20:44-06:00/,"Simplified merge_answers

I suspect the previous code was incorrect.  The new code, if not
correct, is at least easier to follow."
Assembly,lanl/qmasm,31be234d5c4804391dfb40dfbbc4ef20e6d6ecb5,2019-02-06T13:57:04Z,c0d5deb7b625809b8b8310e63b4f0f3354a21460/2570435bacfa873b1a92a301b43314a99c9173bb/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2019-02-09 00:13:09-07:00/2019-02-06 23:56:31-07:00/2020-06-03 14:20:44-06:00/,"Allow relational sub-expressions to be parenthesized

Previously, only arithmetic sub-expressions could be parenthesized.
Parenthesized relational sub-expressions produced (perhaps
surprisingly) a parse error."
Assembly,lanl/qmasm,06676e9fc7ea8a1646be68a2e1caa3207741d546,2019-12-20T18:35:25Z,41f134f63042973693e247858a9146c64c68129b/,2019-12-23 11:32:31-07:00/,":bug: Replace ""ExactSampler"" with ""ExactSolver"""
Assembly,lanl/qmasm,c7fec3f434ae8d3a09774b4a5b3811492630ebc6,2017-05-04T20:04:13Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,"Updated the ""no D-Wave libraries"" error message to suggest MiniZinc"
Assembly,lanl/qmasm,f21cc157a6994e7ab172bc30de12038ca808fcce,2016-11-03T13:48:20Z,2822b0570b25004e7c29eb5f1f44855105403803/a22202836fa2f93bd7bb0279feb50039d0bf1c0e/,2016-12-20 18:28:31-07:00/2016-11-03 09:52:23-04:00/,Use array syntax in the sorting-network example
Assembly,lanl/qmasm,fb5df0af32a59ba4bc432bbc2e158c41e7126d97,2016-12-22T00:41:25Z,6b00f179bee4bb3fa3cf635d50b45942250a7504/a7744cd958ce55f7b87bc3669c6baf9c67728639/d178793d6704af43e4d62a7bf76f1cf8130e6e17/681c0e59b9a2ae96ab0ac0d62bcbe899e39d78f7/e10bf68dc5aa3218df4f81f7554c2e838022cbe2/194d47038a57f1d0ede41181cb8f63511580d221/ffa98260f8c7af3aeae9ab8142451e3dda28f602/,2016-12-21 17:54:27-07:00/2016-12-23 11:17:04-07:00/2019-01-27 20:19:11-07:00/2020-05-29 18:38:20-06:00/2017-10-10 12:56:31-07:00/2017-10-11 20:40:26-07:00/2016-12-23 17:59:56-07:00/,"Replaced generate-maze with qmasm-maze and extended functionality

Unlike generate-maze, qmasm-maze can both generate and validate mazes."
Assembly,lanl/qmasm,b61619a6ccbe9ef53f9720dba230706e4fb69c18,2019-10-09T20:28:24Z,545bd3025375142966314848e5e3f24930b6aaef/,2019-10-09 14:45:22-06:00/,"Move existing code into an old/ subdirectory

My plan is to start from scratch and do it right."
Assembly,lanl/qmasm,73695257c7b4be21c22ed94405a0bf8301877008,2019-01-21T07:36:06Z,b8ecbd653983237498f08a44fa4e718b1859655a/1dc06566d14f1110c4b59cd17169274f8583151f/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2019-01-21 00:55:07-07:00/2019-01-27 17:14:26-07:00/2020-06-03 14:20:44-06:00/,Modify the Environment class to copy its contents only lazily
Assembly,lanl/qmasm,08e80c4b0a4fb469315dbee680670f1dfec66748,2018-05-22T02:36:09Z,ba212962942b26e0f6d8c605c0f369cde4c654b7/998e11b16d8de22e255b77195d2cd7654517bf73/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2018-05-21 23:35:59-06:00/2018-05-25 19:11:58-06:00/2020-06-03 14:20:44-06:00/,Represent (anti-)chains as sets instead of as dicts with dummy values
Assembly,lanl/qmasm,1daa1a14b873685f5c7ffff6c7d31cd5b45c4c47,2018-02-23T01:38:48Z,b93df3340243745ae4db13a038ddf3eb238a0129/deb223e208f6a9ef4e41a70a38c4b192b61743d9/9b09d248c66c6b75c39eba2a534dc9a5e743a726/67d69f7a5625e606a5da7e45b2505181fcef3a13/7b034c50b06bde875ff9401b9dc1183f1af91a6a/52a4d8a2e4201f0ab8f4c8bc909aac9764dd1a8c/b3d1dbb997b1ae57ad5848841479eb07d0c06c1a/734c4a4b6675b523c99d898595b112898f146500/2570435bacfa873b1a92a301b43314a99c9173bb/1b32d037d9ca1fd7b102c855c350d69efedcafcb/31be234d5c4804391dfb40dfbbc4ef20e6d6ecb5/e55bc405a3f90b35c5a44b5ae945686a04f2f866/dd5f3842f532e2415db32fdf85db6990d8ab1414/73695257c7b4be21c22ed94405a0bf8301877008/901b813195b9119adbd978cc4d6141b7c62de3fa/37eebbcdade93338d11e398c661baa9d08a81fae/c3acc256e9ee8349330cce11a1ddccb4352da799/65958016fec974d2ed99bbfa7c981e2780fc2432/cf55b4a60330acf6d101c230a99ccadb78f7ef74/c0d5deb7b625809b8b8310e63b4f0f3354a21460/af27f78726e6dc160a4610928824b4a3538db47a/1994378b8589ba353f30ad25c6008fab8f573d45/24f79616fd41156ee72c56d0e646f4e74ea4df67/adb3a7644b87d1509ddf59da8be454747d782dda/,2019-02-20 22:21:34-07:00/2019-05-03 15:20:41-06:00/2018-04-23 00:21:06-06:00/2019-01-12 16:30:01-07:00/2018-02-23 11:24:13-07:00/2018-02-23 13:59:26-07:00/2019-05-03 16:43:41-06:00/2019-01-10 23:29:26-07:00/2019-02-06 23:56:31-07:00/2018-04-25 23:41:25-06:00/2019-02-06 06:57:04-07:00/2020-06-03 14:20:44-06:00/2019-02-09 11:19:23-07:00/2019-01-21 00:36:06-07:00/2019-01-26 23:54:59-07:00/2018-02-23 17:24:49-07:00/2019-01-19 22:33:56-07:00/2018-02-22 18:43:50-07:00/2018-03-14 18:12:42-06:00/2019-02-09 00:13:09-07:00/2019-02-19 19:50:34-07:00/2018-03-14 16:48:14-06:00/2018-02-25 16:15:19-07:00/2018-04-06 00:00:35-06:00/,Support a new !assert directive
Assembly,lanl/qmasm,7f562550b874e5dd77b5352fd8192d4dd5e7fc91,2017-05-06T13:21:05Z,51723a0315a982fb9a9d72fbcb7d44cfa38f94bf/a64f15726c638eaf128e673aa2e6aa17f0d6d6c5/61ff7c060d05883b316b5f000a58716be9010fd0/,2019-11-13 18:19:42-07:00/2017-08-23 16:19:36-06:00/2018-02-23 18:32:19-07:00/,Adds byte string literals for py2/3 compatibility
Assembly,lanl/qmasm,6b00f179bee4bb3fa3cf635d50b45942250a7504,2016-12-22T00:54:27Z,a7744cd958ce55f7b87bc3669c6baf9c67728639/da23f0fea9ed87eaebd318916f2fe7cc969f77d0/,2016-12-23 11:17:04-07:00/2017-05-28 23:13:25-06:00/,"Abbreviate postprocessing types

To reduce typing tedium, one now specifies --postproc=opt instead of
--postproc=optimization and --postproc=sample instead of
--postproc=sampling."
Assembly,lanl/qmasm,a9b829f53dfe57dc0c3ee6d32588b684d74aedc5,2017-08-22T19:31:35Z,a899787b5c669c97a307e32e425081b7a6a452b4/7f02bee4b80e8e19d3dce256b86b77c1c8e4105e/9b09d248c66c6b75c39eba2a534dc9a5e743a726/1daa1a14b873685f5c7ffff6c7d31cd5b45c4c47/21ab0a75b2d81c1ba1a9093d1397feaee6c66cb5/13bc63ed5a7aea0b1e5954b08f8bc2dbb1bf3b1a/1994378b8589ba353f30ad25c6008fab8f573d45/e55bc405a3f90b35c5a44b5ae945686a04f2f866/08e80c4b0a4fb469315dbee680670f1dfec66748/,2017-11-03 11:26:05-06:00/2019-02-18 00:07:48-07:00/2018-04-23 00:21:06-06:00/2018-02-22 18:38:48-07:00/2018-03-14 16:46:24-06:00/2017-08-22 13:44:51-06:00/2018-03-14 16:48:14-06:00/2020-06-03 14:20:44-06:00/2018-05-21 20:36:09-06:00/,"Perform more aggressive qubit-count reduction at -O1

Use SAPI's fix_variables to sometimes substantially cut down on the
number of qubits required."
Assembly,lanl/qmasm,03d4201d7d8b5999ab6b907ed41be2414f88fbfd,2018-05-21T06:33:19Z,5bcb3cbf827a3fd90c7dd2698518b64f1a66a8bd/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2018-05-21 01:07:03-06:00/2020-06-03 14:20:44-06:00/,Make scale_weights_strengths a method of Problem
Assembly,lanl/qmasm,74baf4a69d88d803817f2c9e7e51f3f18fea2ba8,2016-06-28T00:20:33Z,d1f1f7d382c2da418e3a88f29cdc5f1c7e5b3724/32819ea0943992bbc87ca842c0d8762e1324a145/037479fe81c97c2e57c96d67c5f3d592147d7260/e55bc405a3f90b35c5a44b5ae945686a04f2f866/8b93525c12d04b24b04b8a75d9efd2d7682c0b6e/,2016-07-08 10:46:18-06:00/2017-01-27 16:34:52-07:00/2016-06-28 14:38:54-06:00/2020-06-03 14:20:44-06:00/2016-06-28 09:10:26-06:00/,Begin moving utility functions into their own file
Assembly,lanl/qmasm,e52703a53474673141555e5352a9a5ff8b529a37,2016-10-19T23:17:32Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,"Case-insensitive processing of ""TRUE"" and ""FALSE"" in pin statements"
Assembly,lanl/qmasm,f4183367a8fdf74728dd17a0897a7d1792725ce0,2020-06-01T22:41:37Z,0d51c9bdd3a262cd5778dbbca084816c3effa5dc/d4501382a04c94a010ef879bba08738263c29109/60c0bf91399573416c1acf0d87253c36a603c53b/,2020-06-01 18:23:04-06:00/2020-06-11 17:37:28-06:00/2020-07-21 18:37:25-06:00/,Include initial QBSolv support
Assembly,lanl/qmasm,2f53108320fa3cf33f8b80a66908342a6c2a9e9e,2020-06-02T21:16:48Z,f32654fb53a72ec7c1b70e5f98d3cfaf2da0fa62/,2020-07-28 15:30:49-06:00/,"Remove most single-letter command-line options

It was getting too confusing remembering what things like ""-s"" and
""-q"" referred to."
Assembly,lanl/qmasm,b8ecbd653983237498f08a44fa4e718b1859655a,2019-01-21T07:55:07Z,1dc06566d14f1110c4b59cd17169274f8583151f/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2019-01-27 17:14:26-07:00/2020-06-03 14:20:44-06:00/,"Hoist process_{pin,chain,antichain,process_alias} into class FileParser"
Assembly,lanl/qmasm,f981684a5d995c3a235226b5579d094a5c2b3fc4,2020-03-12T22:48:10Z,1bc122180830027ea8987b70a5ef1e5666246857/0e1eb0fae72fab92d5e4088c5250c0f3779fb2c4/6fdc8c51b614dcdc989875a97344e89b0b722729/,2020-05-19 16:10:30-06:00/2020-06-02 17:26:18-06:00/2020-06-12 12:54:46-06:00/,Don't treat contracted variables as dangling
Assembly,lanl/qmasm,8ef63814275e32edc7d563615f79bb72e0d5daa7,2018-05-09T06:25:37Z,9c5d53e2419b045a53e42dc71881596eb31a3bfe/,2019-03-04 09:23:48-07:00/,"Replace the copyright year with the original copyright year

I was instructed by my employer not to update the copyright year to
the current year but rather retain the year in which copyright was
originally asserted."
Assembly,lanl/qmasm,9e5be93dcb0b6940267d441fc666d17fc9ac5cb3,2018-06-20T06:21:31Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,"Honor `--values=ints` when run with `-f qbsolv`

This revision addresses the `--values` bug reported in issue #5."
Assembly,lanl/qmasm,8b0e265df8a8f46fd915cabd2e97a3ec9ef9b084,2017-02-10T01:41:39Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,:bug: Don't crash if `-vv` is specified and `QMASMCACHE` is not set
Assembly,lanl/qmasm,0d51c9bdd3a262cd5778dbbca084816c3effa5dc,2020-06-02T00:23:04Z,aee335544ba1b6a1f6a0834a2ca54acee9f4051b/d4501382a04c94a010ef879bba08738263c29109/60c0bf91399573416c1acf0d87253c36a603c53b/,2020-07-23 17:08:41-06:00/2020-06-11 17:37:28-06:00/2020-07-21 18:37:25-06:00/,Run QBSolv at high verbosity if QMASM is run at verbosity level 2
Assembly,lanl/qmasm,58b7dd4700d2ac1a8d23969f4c42eac1f0827b99,2020-05-22T00:17:43Z,aee335544ba1b6a1f6a0834a2ca54acee9f4051b/ad1a7c1407abe895364252ee3b89cba5a794e6d9/83fc0e638df9ab2e3cefa74818b9a2b94fd01c13/2c197a875543b4d535c80faf3bfc6e81366ad1dd/fad3b9795f1ea9ce99d374d9857eaf70880306ff/,2020-07-23 17:08:41-06:00/2020-05-26 17:39:58-06:00/2020-05-29 18:02:35-06:00/2020-05-26 16:04:15-06:00/2020-05-28 13:55:00-06:00/,Output solver timing information
Assembly,lanl/qmasm,40c48d7621bf86f257bcd73b9a9feaa16e27a3f1,2016-07-08T20:08:29Z,9c5d53e2419b045a53e42dc71881596eb31a3bfe/21109e46382da828d8453c916b2127ec476daea9/c841e1b116a3576df8fce07412c0f5b31ccd8af7/b7e7a707b84a72ec622b7fd6c58a5d9237beef8a/5185b86271e7810af028e381c0026c71448956c1/83144a8cbb32ad4a4ada47bcb5de5d3a9aaeb1ee/,2019-03-04 09:23:48-07:00/2020-06-03 18:27:06-06:00/2017-02-03 01:24:10-05:00/2016-10-26 16:56:24-06:00/2016-08-15 09:10:51-06:00/2016-07-08 14:18:04-06:00/,Wrote a README and a LICENSE file
Assembly,lanl/qmasm,661b8b56f1c47d171d557781438d6963b9176fa8,2019-01-28T06:44:45Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,:bug: Correct the invocation of --pin
Assembly,lanl/qmasm,bfe3c25cf817d1d4165828d27001deb1ed707804,2017-01-25T17:14:04Z,3c767be11f0f04be7f097d520d9a770a047b3cd9/e55bc405a3f90b35c5a44b5ae945686a04f2f866/242cd540fa8d0bce0ba77e2c9582682dc5990d38/8c395558f2829d29d2785b0a85c1c467f0a894d9/,2017-01-25 18:46:42-07:00/2020-06-03 14:20:44-06:00/2017-01-25 14:55:08-07:00/2017-01-25 18:56:21-07:00/,:bug: Localized filename and lineno to correct line attributions
Assembly,lanl/qmasm,f8e45c95469f8e7f0602b527bcdf07fe01c0e3e7,2016-11-30T00:35:56Z,13bc63ed5a7aea0b1e5954b08f8bc2dbb1bf3b1a/,2017-08-22 13:44:51-06:00/,:bug: Corrected canonicalized file output
Assembly,lanl/qmasm,ebd27c45b283fbc5c7cac142def77721ac4ce5d4,2016-09-29T17:13:43Z,b9a8669fbd48f2fa507d700246b350094be0578b/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2017-05-28 00:03:07-06:00/2020-06-03 14:20:44-06:00/,Facilitate embedding of problems with the ising-heuristic solver
Assembly,lanl/qmasm,88e2aa3275fe2d7c56beec04afaa63d1affa5469,2017-05-26T00:37:06Z,c623159aafd8670f2e7ad91ec9ad9aa9a3f70392/e995db20ce37dddb3812d35ef357e5e4b10c889f/433720570fe34d49f9e656e37f60ca9d40860e8e/9b09d248c66c6b75c39eba2a534dc9a5e743a726/1daa1a14b873685f5c7ffff6c7d31cd5b45c4c47/13bc63ed5a7aea0b1e5954b08f8bc2dbb1bf3b1a/1994378b8589ba353f30ad25c6008fab8f573d45/bb9fa86838726ff018c541884988c96b2dfe6892/e55bc405a3f90b35c5a44b5ae945686a04f2f866/03d4201d7d8b5999ab6b907ed41be2414f88fbfd/08e80c4b0a4fb469315dbee680670f1dfec66748/,2017-08-24 18:43:11-06:00/2018-05-21 20:22:36-06:00/2017-07-02 18:39:35-06:00/2018-04-23 00:21:06-06:00/2018-02-22 18:38:48-07:00/2017-08-22 13:44:51-06:00/2018-03-14 16:48:14-06:00/2017-05-29 23:12:55-06:00/2020-06-03 14:20:44-06:00/2018-05-21 00:33:19-06:00/2018-05-21 20:36:09-06:00/,"Removed unnecessary conversions to lists

I think it was 2to3 that wrapped all occurrences of my_var.keys(),
my_var.values(), and my_var.items() in list().  As far as I can tell,
almost all of these conversions are unnecessary.  This revision
removes all conversions when used in iterator context (which is most
of the time) but leaves them in when used in list context."
Assembly,lanl/qmasm,3e63a7d7dba1cb19f1dfd35d6fe6ee488f0f3731,2016-08-18T17:31:57Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,:bug: Map logical pins to physical pins
Assembly,lanl/qmasm,77dcb44604e4f32a38b1b03a635236b084b5900d,2016-08-19T23:42:58Z,f21cc157a6994e7ab172bc30de12038ca808fcce/b7e7a707b84a72ec622b7fd6c58a5d9237beef8a/,2016-11-03 09:48:20-04:00/2016-10-26 16:56:24-06:00/,"Removed --chain parameters, which are no longer needed"
Assembly,lanl/qmasm,3df14bc70e791f86aea778a54d1c9893ec51c5ec,2017-05-04T22:14:29Z,3b2785a022967fde1afe2b3d803acee4ae64f6b4/9b09d248c66c6b75c39eba2a534dc9a5e743a726/661a507062f4b0a024755259438e85bff51acaf8/d713dab380bc7d8ca14bf9db4172670b0f32c589/13bc63ed5a7aea0b1e5954b08f8bc2dbb1bf3b1a/e55bc405a3f90b35c5a44b5ae945686a04f2f866/9e5be93dcb0b6940267d441fc666d17fc9ac5cb3/d625b3210069540d287448384c66a20f8b1909d2/e1811a181eab7f46f498a0bc735a5e756da8e4c1/dc9870a046f8fcb701377951dc2c2dce9cdee31a/d550a0bf58f3ad8d18feeb321bed664b042acd23/73f341fc0b8fcf4e6044eae6af3c9f89bf677e3f/5bcb3cbf827a3fd90c7dd2698518b64f1a66a8bd/88e2aa3275fe2d7c56beec04afaa63d1affa5469/20b92b291a2c4c91b39807f56b13ee5f286e1362/751e5e7d116c243391b3f02b2f717c63d59051be/1994378b8589ba353f30ad25c6008fab8f573d45/bb9fa86838726ff018c541884988c96b2dfe6892/03d4201d7d8b5999ab6b907ed41be2414f88fbfd/,2017-06-01 13:44:27-06:00/2018-04-23 00:21:06-06:00/2017-05-25 18:17:36-06:00/2017-05-17 11:08:02-06:00/2017-08-22 13:44:51-06:00/2020-06-03 14:20:44-06:00/2018-06-20 00:21:31-06:00/2017-05-28 00:34:09-06:00/2017-05-28 08:40:25-06:00/2017-05-31 14:53:49-06:00/2017-05-24 16:05:32-06:00/2017-05-31 14:51:02-06:00/2018-05-21 01:07:03-06:00/2017-05-25 18:37:06-06:00/2017-05-30 09:52:04-06:00/2020-06-03 17:30:21-06:00/2018-03-14 16:48:14-06:00/2017-05-29 23:12:55-06:00/2018-05-21 00:33:19-06:00/,Made the code compatible with both Python 2 and Python 3
Assembly,lanl/qmasm,2cea5dda67912e9fe7e6906faa87216531ed880a,2017-08-23T16:05:05Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,"Don't buffer all embedding output before reporting it

There's still more buffering than I'd like, alas."
Assembly,lanl/qmasm,b6d17d2105ba9cce5685190ff6e845aeefc6ec9e,2020-05-26T22:29:30Z,ad1a7c1407abe895364252ee3b89cba5a794e6d9/69505d0911f3c949d60a26dfac2651a755566853/ccfd87643c15352ec30e53e067f344dc15134230/6c8ea845a0f40320e003b8ea85117eb5c6410192/fad3b9795f1ea9ce99d374d9857eaf70880306ff/,2020-05-26 17:39:58-06:00/2020-05-27 15:02:13-06:00/2020-05-28 16:19:26-06:00/2020-05-26 17:45:22-06:00/2020-05-28 13:55:00-06:00/,Filter out broken chains
Assembly,lanl/qmasm,e2c3567432ca495cda518bda32ab556ded082c26,2018-05-07T06:47:43Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,"Move energy-bounding logic from output.py to problem.py

Estimate minimum energy for both the logical and physical problems."
Assembly,lanl/qmasm,a64f15726c638eaf128e673aa2e6aa17f0d6d6c5,2017-08-23T22:19:36Z,51723a0315a982fb9a9d72fbcb7d44cfa38f94bf/0592f762a5e31c6c51c46b1d639ab3e0e5e0f4f4/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2019-11-13 18:19:42-07:00/2018-06-20 23:32:06-06:00/2020-06-03 14:20:44-06:00/,Don't buffer all qbsolv output before reporting it
Assembly,lanl/qmasm,a899787b5c669c97a307e32e425081b7a6a452b4,2017-11-03T17:26:05Z,1994378b8589ba353f30ad25c6008fab8f573d45/,2018-03-14 16:48:14-06:00/,:bug: Don't crash if all values can be determined a priori
Assembly,lanl/qmasm,0b4d17de763b9101219cca4f70a44420fa539b3f,2016-10-20T23:08:43Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,:bug: Make topology calculation more robust to lots of lost couplers
Assembly,lanl/qmasm,6fdc8c51b614dcdc989875a97344e89b0b722729,2020-06-12T18:54:46Z,6b65277f31e7b772c122a148da8cf8047391a74f/,2020-06-12 13:23:21-06:00/,Move redundant embedding-output code into its own internal method
Assembly,lanl/qmasm,7e5e67d518fcb4df62a5274b65b8948297350654,2020-05-21T21:14:56Z,89f68698ff2eee4d7990358400c39d7b2d2ab770/aee335544ba1b6a1f6a0834a2ca54acee9f4051b/5b35930a78f19b78d67cbb96e223650ebfb823a2/d4501382a04c94a010ef879bba08738263c29109/751e5e7d116c243391b3f02b2f717c63d59051be/83fc0e638df9ab2e3cefa74818b9a2b94fd01c13/58b7dd4700d2ac1a8d23969f4c42eac1f0827b99/,2020-05-21 17:21:48-06:00/2020-07-23 17:08:41-06:00/2020-07-23 17:00:29-06:00/2020-06-11 17:37:28-06:00/2020-06-03 17:30:21-06:00/2020-05-29 18:02:35-06:00/2020-05-21 18:17:43-06:00/,"Submit the problem to the solver

Testing for completion of asynchronous calls does not yet seem
correct.  Some debug code remains."
Assembly,lanl/qmasm,f32654fb53a72ec7c1b70e5f98d3cfaf2da0fa62,2020-07-28T21:30:49Z,b5ff7903e9eb1c801327d2b6b7c25d711969e592/6125bf648f2dc68da2b3a88407d4e848d76b5ad4/c8b5dc0f23cfe5612786839aa09ff6f86ded2706/,2020-07-28 18:01:55-06:00/2020-07-30 15:17:06-06:00/2020-07-28 15:37:34-06:00/,Add support for generating standalone Ocean code from QMASM source
Assembly,lanl/qmasm,3c767be11f0f04be7f097d520d9a770a047b3cd9,2017-01-26T01:46:42Z,71a0406842266177ee0b5de9f091f00ce488bbf4/d1a39fd7bbe7a4b6e579c0b7637c5f9c2e120ab7/1dc06566d14f1110c4b59cd17169274f8583151f/8c395558f2829d29d2785b0a85c1c467f0a894d9/eb09048d3665d1d0844149223bf32efa8c902866/c3acc256e9ee8349330cce11a1ddccb4352da799/1daa1a14b873685f5c7ffff6c7d31cd5b45c4c47/793104570c745f0b8ad7f1df1feed26b3e333a1c/67d69f7a5625e606a5da7e45b2505181fcef3a13/f6aac7ca9b999660cf41f554f039201add21a347/e55bc405a3f90b35c5a44b5ae945686a04f2f866/2526948f9ee032aa951b5795dab61e82c4790813/,2019-01-20 12:56:07-07:00/2017-01-26 18:56:44-07:00/2019-01-27 17:14:26-07:00/2017-01-25 18:56:21-07:00/2018-06-16 15:57:25-06:00/2019-01-19 22:33:56-07:00/2018-02-22 18:38:48-07:00/2019-01-12 17:51:04-07:00/2019-01-12 16:30:01-07:00/2019-01-19 23:25:03-07:00/2020-06-03 14:20:44-06:00/2017-03-07 14:14:47-06:00/,Code cleanup: Split parse_file into separate helper functions
Assembly,lanl/qmasm,1326f5f92b772152ab4b8f7093e8ccd48d496cdd,2019-01-13T00:54:35Z,a59280e93d1442add5a48b2ebfb4b13de6d34843/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2019-01-12 17:58:51-07:00/2020-06-03 14:20:44-06:00/,Move find_file_in_path from top level to a method of class FileParser
Assembly,lanl/qmasm,b9a8669fbd48f2fa507d700246b350094be0578b,2017-05-28T06:03:07Z,3b2785a022967fde1afe2b3d803acee4ae64f6b4/45f14cb65409147ff739d2c7fa7950fe23341eb2/bb9fa86838726ff018c541884988c96b2dfe6892/e55bc405a3f90b35c5a44b5ae945686a04f2f866/fb82c362f10c319d952c00fadb21341e3ba8a367/,2017-06-01 13:44:27-06:00/2020-06-02 16:37:34-06:00/2017-05-29 23:12:55-06:00/2020-06-03 14:20:44-06:00/2017-08-31 13:44:52-04:00/,Let the user specify a topology with --topology-file
Assembly,lanl/qmasm,1dc06566d14f1110c4b59cd17169274f8583151f,2019-01-28T00:14:26Z,9a4e8d8908533314c461ad0a2bf87a689dd5f90e/e55bc405a3f90b35c5a44b5ae945686a04f2f866/8069e3fff1d9f014d3b16d3ed274ff5fbe707a72/b93df3340243745ae4db13a038ddf3eb238a0129/,2019-01-27 20:05:52-07:00/2020-06-03 14:20:44-06:00/2019-02-20 21:42:58-07:00/2019-02-20 22:21:34-07:00/,Implement aliases in terms of the current variable environment
Assembly,lanl/qmasm,a023c5a3b3160eb54512d08da26fddefcf95c9ab,2019-02-14T07:09:47Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,":bug: Update anti-chains after problem simplification

Previously, chains were updated, but anti-chains were overlooked.
This led to spurious rejections of all solutions as having broken
anti-chains."
Assembly,lanl/qmasm,32819ea0943992bbc87ca842c0d8762e1324a145,2017-01-27T23:34:52Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/2526948f9ee032aa951b5795dab61e82c4790813/eb09048d3665d1d0844149223bf32efa8c902866/,2020-06-03 14:20:44-06:00/2017-03-07 14:14:47-06:00/2018-06-16 15:57:25-06:00/,"Replace ""!next."" with the next macro instantiation in QMI generation"
Assembly,lanl/qmasm,a22202836fa2f93bd7bb0279feb50039d0bf1c0e,2016-11-03T13:52:23Z,2822b0570b25004e7c29eb5f1f44855105403803/,2016-12-20 18:28:31-07:00/,Fixed a copy-and-paste error in the examples README file
Assembly,lanl/qmasm,521a3e5b7fd9723746eca322ad94ba38e5eda78b,2017-08-31T15:48:04Z,e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2020-06-03 14:20:44-06:00/,"Better error message for dw output on a non-Chimera topology

Thanks to Anastasiia Butko for reporting the problem."
Assembly,lanl/qmasm,2750ecad81088297068c8a247d8d9ce748c970c4,2020-06-02T22:39:56Z,21109e46382da828d8453c916b2127ec476daea9/,2020-06-03 18:27:06-06:00/,Install extras/qmasm-gen-*
Assembly,lanl/qmasm,c3acc256e9ee8349330cce11a1ddccb4352da799,2019-01-20T05:33:56Z,f6aac7ca9b999660cf41f554f039201add21a347/e55bc405a3f90b35c5a44b5ae945686a04f2f866/,2019-01-19 23:25:03-07:00/2020-06-03 14:20:44-06:00/,Make initial preparations for supporting !if ... !end_if
