project,BugInducing,InducingDate,BugFixing,FixingDates,InducingMessage
m-labs/artiq,c80f0fa07a4032a4798684de8762f208ed6642ee,2015-08-08T03:44:19Z,400b4148859058cae7a898500b39a13372b487f2/ea6dcb2743240c0fa8fd455e9c03b8983f013fb1/,2015-08-08 23:23:25+08:00/2015-12-06 18:39:27+08:00/,master: delete head repository checkout on exit
m-labs/artiq,ba58a8affd6f935ee2bb99da17d965edf7b17651,2016-11-02T10:30:22Z,ebdbaaad3250778dd6570fc17db22e2851b3ce2b/a201a9abd944d08e49f98f382959457cc33763a8/,2017-12-22 17:51:42+08:00/2017-07-18 13:27:33+08:00/,drtio/gtx_7series: paranoid reset deglitching
lneuhaus/pyrpl,58c469891575719e36c9481ece2bb04846bb5263,2016-07-15T22:57:34Z,32247482fa2f34f6106881c183e3bb9c624cb744/a1d63306e71e0daf5471f35d43e8852baa75e43f/52624bd0cd45320a42cfc8132d863bc396bc7d28/9751693c07aa7885dcdce7d749cea5893c9b4726/a029e06cd24710e35dcf09459dc5b55d4a84d682/39b5b2e7f076bd412def087f159550e9b61791cf/f085383e3562678ec54405ed2ab359f33c8e8885/84917326cc810d433f77eaa4998dba18e85310f1/9ccad2382c6a74aa3b11a7dfd1aaeb40790a70a2/7cb9f432d1eafe85f3095c12d3fb358a0dd3356f/f9273040080f675f3b62a021c04c32bc0478b2fa/c3dc6211162734215ae0dfe0b86acb911ab46575/f6f95e10d28a03721e9b4c31b1e5dcad6c93ecea/51bd5aec398a30c30c79a3730fdca1b9ac5070d9/b61719492916f69f4bd067b15f9bc32dadac3be1/82281094caf0409c24494e9bc3cf5bf10535eda5/8817fdf4b5606b4143cacfd5cfba010765bb8726/6b88d1c67e2d3af36504394d3d88224ab59ccd29/0b604a422c68cc4b08fa96a52f014750f8a55522/6cc9c1ad9133e0b63c18e875c750a767c49ffedc/1072a377a7a7c43ca5cfdd77f64104d68e9274a6/08eb8ea6a6f63e47065b39daaf5bbe6deb013b93/9828aeabd98a54b4838e876bee6d29c7681d8c3b/d75c6259e13f3e05e34dc9d32a7a1fe8d6c8f567/,2017-01-16 01:26:32+01:00/2017-03-25 00:39:57+01:00/2017-06-28 10:16:21+02:00/2016-11-10 00:04:33+01:00/2016-11-17 00:15:49+01:00/2017-02-14 17:29:47+01:00/2016-08-31 18:41:53+02:00/2016-08-31 18:45:12+02:00/2016-11-07 15:23:15+01:00/2017-04-02 16:32:42+02:00/2017-01-16 19:11:46+01:00/2016-11-01 20:09:22+01:00/2017-01-14 09:01:06+01:00/2017-02-07 23:57:37+01:00/2017-03-25 17:06:51+01:00/2016-08-13 18:03:45+02:00/2017-03-25 16:11:35+01:00/2017-03-14 19:34:39+01:00/2016-11-22 19:25:38+01:00/2017-01-19 00:36:18+01:00/2016-11-30 22:50:04+01:00/2016-12-02 01:50:57+01:00/2017-01-16 19:12:03+01:00/2016-11-01 20:26:56+01:00/,"Develop (#57): IIR filter finalized

* Update test_connect to read password from env. variable

* Modify all tests to allow setting RP password in environment variable.

* Typos and a few PEP8s.

* Fixing byte transmission to work for Py 2 and 3.

* firstpoint and lastpoint in Asg module seems to be read-only

* redpitaya.py import part error

* redpitaya.py import error

* thursday morning

* model for tilt locking added

* towards double integrator and 8th order filter

* before cryocalibration

* double integrator implemented but untested

* pretrig bugfix

* better scope bugfix

* comment

* 8th order inputfilter works

* double integrator works

* fixes #47

* Attempt at fixing the Python 3 scope problem with list comprehension scope in class body. Not working yet.

* scope fix started

* scope fix bitfile

* fixing import and list problems

* proportional_gain or unity_gain_frequency are possible

* call model functions in lock sequence through stage=call_functionname

* calibration and islocked called from configfile

* gui window name = lockbox name

* fastpiezo and ringdown for fpm

* git forgot

* Now ""import pyrpl"" works for python 3.5

* add testing file to .gitignore

* Not sure what's the good way of setting attri

* Spectrum Analyzer can't instanlize yet

* scope trigger logic cleaned up

* fpm changes

* scope module further cleanup and python3 compatibility attempt

* stupid little bug

* exclude gui test for python 3.3 - installation problem

* SCPClient error fixed and trytwice->try_n_times(n=5)

hopefully makes connection more robust

* Removed socket closed error

* work on travis

* hopefully restored to reasonable version after master messup

* gui improvements, infer_open_loop_tf function added

* Fixed requirements, LongRegister setter, asg.advanced_trigger_delay

* unittest includes int and long register setters

* advanced trigger + burst mode

* some python 3 fixes

* Fixes gui autostart problem

* fixes gui autostart problem

* Fixes bug with rolling mode and channel disabling

* sphinx autodoc added

cd doc/sphinx
sphinx-apidoc -f -o source/ ../../pyrpl/

* na logscale displays data in logscale (xaxis) too

little bug: axis labels in log(f) instead of real units - too much work
to improve

* cleaned up second quadrature demodulation

* phase shift occurs for demodulation instead modulation

* IQ 2 output cleanup - bugfixes

* bitfile for demodulation phase issue

* code resolving IQ max amplitude=0.5V issue

* fix bug

* last bugfix phaseregister: tests passing

* testing rounding in iq demodulator

* small fixes for demodulation rounding

* bitfile with iq amplitude up to 1V

* gitignore changed to include fpga output logs

* output from latest bitfile

* bitfile with rounding. Yet very unoptimized: 2 more DSP s per IQ module

rounding costs 1 DSP module per multiplication - synthesis doesnt
understand what we are trying to do

* small changes

* revert to previous iq version - problem is saturation, not amplitude

* less fancy rounding does not consume extra DSP slice

* pyrpl docstrings

* trivial saturation in product_sat

* bitfile with rounding in virtually all multiplications

* module input can be another module

* 4 lowpass filters for complex IQ module for specan

* na_trace function revived

* started fixing NA.

But with persistent output probably removed.
Still impossible to understand. Would be nice to have an explanation on
what the internal properties do, i.e. an architectural overview of a
typical sequence.

* asg.scale -> asg.amplitude

* 4th order specan filter

* signal and pyrpl docstrings added

* fixes docstrings

* bitfile with 4 iq2 filters

cost 1-5% logic:
- indication that shift lowpass filters are 'expensive'
- we can migrate some filters to dsp48 blocks and gain more fpga space

* fixes scale renaming.

All nosetests passing

* MemoryTree docstrings created

* default lock allows output specification and documentation for model

in config file section model:
lock:
stages:
stage1:
#other stuff
outputs:
- piezo
will only use piezo output for that lock stage

* code documentation finished

* setup_pdh needs no kwargs

* pdh_setup generalized to arbitrary iq

* fitting prototype

* 1V IQ amplitude finally implemented

* save_current_gain should work (untested), small fixes

* signal.py fix

* iq setup() conformized

* iq proper saturation and amplitude polished

* output amplitude can reach 1V now

* install script and travis fixes

* debugging has not been done properly...

* fixes _redpitaya_input bug

* fix frequency_correction

* iir setup integrated in pyrpl

* iir works

* iir management fixes

* iir without extra data buffer

* iir fix

* bitfile iir

* removed adder tree - replaced by cumulative addition of output

* forgot declaration

* bitfile

* reduced resources

* 16 biquads

* bitfile

* inputfilter for iir, not limited to loops >= iirstages, filter output bitwidth > input bitwidth

* comma fixed

* 24 biquads in iir

* filter fully implemented

* full 24 biquad IIR

* resonable filter settings, not compiled yet with altered pipeline

* pipeline altered for extra delay

* bugfix

* unsuccessful timing optimisation

* na prints acquisition time

* bitfile working version restored with filter test

* test: filter_module bug + fix of same bug

* bitfiles

* started pid unittest

* another bugfix in filter_modules

* regression to earlier version of fpga code without extrafilterbits

* pid.transfer_function(frequencies) gives correct model up to delay

* functionality restored, implementation of module transfer functions advanced

* better bitfile

* pid transfer function correct, unittest for pid and na

better modelisation as well
all tests are passing

* better logo

* new model: filter

* 16 biquads 40bits and tests passing

* autocorrecting na

* iq model improvements for tutorial

* test iq bandpass with na

* Develop iir (#55)

* debugging iir with 8 stages

* recompiled version

* transfer function property for iir module, some cleanups

* filter seems to work again, test added, cleaned out module

* iir 2 biquad filter test passing

* 16 biquads passing nosetests

IIR test uses a generator to save all failures in case one curve fails
and to show progress more constantly in nosetests

* Develop iir (#56)

* debugging iir with 8 stages

* recompiled version

* transfer function property for iir module, some cleanups

* filter seems to work again, test added, cleaned out module

* iir 2 biquad filter test passing

* 16 biquads passing nosetests

IIR test uses a generator to save all failures in case one curve fails
and to show progress more constantly in nosetests

* trying 20 biquad filter

* higher numerical precision improved transfer function

* small fix

* 40th order IIR almost working (only delay related problems remaining)

* zero order hold for input signal in iir instead of continuous sampling didnt work out (bug somewhere)

* small fix

* minimum delay fpga design

* prewarping solves frequency mismatch problem

* delay and minloops are correct now"
BBN-Q/QGL,0bb95b58c21b78ebf3bf1f3d904cab0eb300b7c1,2019-07-23T18:35:16Z,2a0dba7b00c640ad0aef653466a455eca620aa56/,2019-10-29 14:19:07-04:00/,Dependency tweak
BBN-Q/Qlab,cf136e6ed67e81e355919a595896a8017fa03a0a,2011-10-21T17:49:18Z,2d2850165322bf6370902f138d64df79adc18e77/57a61f8668ae5481847be15f4f44657bdffffad1/3cf637e13ea84ea52682dd3fd61efaeda8870fe8/440513e01f17f6a01b65bb29178265a1ac1e950c/8433038bc89cb91227bbd1a9164ff852b23e2be4/3138457ed5e54ccfd5c1282482c0d9e18a3042b6/0993223b5b413a7159eff4a7d5b6196bf61da0f0/909f00599c4b73a14f7ef6bf861014e1af9f8a57/71145df9573669cc721197cf49edb97df7332f0e/fdb852973249afac8e570c6ac61c0c8e26db48b5/9ed4710a298181c444f1fb217c48ed8e728045ae/bdb18a68acc09c2fc1c6588805185a1864416882/8c4912eed3f5b034eba9c488d558da596f239b62/7139c9fac017662027075d924ea4227ede1bb09c/a77f5e605f20a8e1cf3edf7ee1db98e85819c62d/8814948f6bcbcc1441502c989a0a1f9c7d577f41/ad0e2910be2a10496e9326fed2cc68a378020c15/35bb8e0015f407cc304b4cc32b474451eaf3dd92/,2012-05-21 16:47:43-04:00/2012-07-16 15:54:25-04:00/2011-11-08 22:38:16+00:00/2011-11-29 18:55:42+00:00/2012-04-19 18:17:35-04:00/2012-08-01 18:20:34-04:00/2012-05-10 16:39:49-04:00/2011-11-08 20:04:00+00:00/2012-08-03 14:10:08-04:00/2012-05-10 15:22:39-04:00/2011-11-01 22:53:24+00:00/2012-04-23 14:35:42-04:00/2012-05-17 14:04:23-04:00/2011-10-21 19:01:54+00:00/2012-03-14 17:33:17-04:00/2012-05-21 10:45:31-04:00/2012-01-10 15:51:55+00:00/2012-06-06 15:25:22-04:00/,"Numerous updates to the APS driver.

Updated to p155 bitfile which fixes errors in USB interface (wasn't meeting 200 MHz timing).

Added C function to read PLL lock status in matlab driver. The matlab driver now reloads the bitfile if the PLLs aren't synced on init().

Lots of fixes to testPllSync() function.
--BRJ

git-svn-id: https://qubit.bbn.com/svn/MQCO/trunk@174 005577ff-ac90-44ea-9eee-c3a23b7cba77"
BBN-Q/QGL,551c493e29c03a8146147c6d7f30ebc509cbc126,2013-04-24T01:04:00Z,241a68faa39f3eef2060b2c7b97658c1699b01e3/,2016-01-14 10:01:03-05:00/,Try and make the library updating robust against half-written files.
lneuhaus/pyrpl,9fbed99f215a4abe16c9c4d1bbfe22f450301e32,2017-01-16T16:26:16Z,309d67b02ce5dcbe5d8b5b52e9b87e0b6813b07b/6cc9c1ad9133e0b63c18e875c750a767c49ffedc/c5308500f166ffbd7aa9381c69593c266489b4f4/9828aeabd98a54b4838e876bee6d29c7681d8c3b/,2017-03-04 19:58:03+01:00/2017-01-19 00:36:18+01:00/2017-01-16 19:13:48+01:00/2017-01-16 19:12:03+01:00/,bugfix with QString on python 2.7
m-labs/artiq,3efb8415571559b9395e8ac20048e08219df03f4,2016-04-04T14:17:39Z,0d05d4b813424c2a98f965d4ef36d5ce7960c61a/7d2fa951d6c3075dc95b980c6f210f4fd51df1e4/,2019-02-26 17:09:38+08:00/2016-04-14 00:33:56+08:00/,"client: add --async option to scan-repository, recommend usage in git post-receive"
iitis/QuantumInformation.jl,edb5b707d04d32aed8da97aefb4d0f1b0b5b3970,2018-05-16T14:39:43Z,187b1221555dc0c3497b254a64014590078fdc7e/,2018-05-20 14:50:38+02:00/,up
m-labs/artiq,3471ef80fdbc40cb85b1c1498d3d2336be558690,2015-07-04T12:48:55Z,d633c8e1f8f5640a316188b96d29dca56da02023/,2016-01-04 16:54:14-07:00/,"manual: closes #63, tell to install xc3sprog before flashing"
m-labs/artiq,8381db279f45c60e7719e8a4f084d9142a08e6d4,2016-12-13T17:37:21Z,f2632e0fd1e9d1178f2c2ed0d11162df26424e66/d0cf0f2b8790c605373f304b57aad36f027bec8c/4b3aad256394ec642e034a123d0ec8ae16ea5491/3f37870e256079f470713edc3243e855a3b3653d/9a8a7b9102734bf36db4db9d373074dc3a6cfe08/,2017-06-28 20:12:25+02:00/2017-06-22 13:44:36+02:00/2017-06-21 14:30:44+02:00/2017-06-13 18:15:44+02:00/2017-06-12 20:27:55+02:00/,"sawg: wire up all HBF outputs, latency compensation in phys, simplify"
BBN-Q/Qlab,4fb0b6342a20d333269cfb04ea053acd28fd6f57,2012-06-27T02:10:34Z,a3a961ae8de5073fc5808d3887cce82cb1b0cf1b/b4e5fc5b8cf2d0ccb5cc2cffceaa51f644774865/,2012-07-03 21:42:33-04:00/2015-03-26 09:45:10-04:00/,"Fixed up the Makefile for Linux.

--CAR"
m-labs/artiq,096c72242ea3617f524d48fa0712122f4e7f8842,2015-07-05T04:48:34Z,4df2001874a3ae74d0c3ec2331fbf96a5dd2c325/19442efdaeb77e61d468811ecf7df0297d98c65d/8b78fe492a076ce105fbbc912c898c6318a6f242/,2015-07-31 13:50:35+08:00/2015-07-04 23:19:08-06:00/2015-10-22 12:59:18+03:00/,travis: shut up conda and binstar progress bars
BBN-Q/QGL,8980b836eb5750b645ae9ba9fc276716d078edad,2016-10-17T13:57:24Z,b9f861f711f659014c445041990305407e935ba5/ac0c968133d062b9518fd365e0960de6cab74878/,2017-07-18 11:50:19-04:00/2017-07-18 11:50:19-04:00/,Don't inject duplicate 'shapeFun's in ignoredStrParams.
BBN-Q/QGL,90fedc832d148cc3254e5567b5cf90e19c767ccd,2016-06-30T19:11:02Z,565f3de9018fa88f17fac7524336a4809a4c43e8/8f420dfe2aff3d2013b318dc353599b5c9fb8a57/2823ed367826da7b7ec3453e647c49f54c6b6f08/,2016-07-12 16:33:27-04:00/2017-03-27 16:33:08-04:00/2017-12-13 20:29:40-05:00/,"Simplify definitions of MEAS and CNOT.

Gets rid of several overloaded definitions of MEAS. Properly defines CNOT to
act on an Edge. Probably should just default to calling CNOT_CR, but I will
defer that to later since it will require an updated test set."
m-labs/artiq,666bc600a28f3c31d1790f46c1eda55940402352,2017-09-11T03:10:28Z,81d6317053dcc97a8f219b8b9f8da3113b9468d9/3a6566f9492f9c7eae2188079e293491a7a73c4e/181cb42ba8ce3be6f1a59d2c7923893daf853bfd/e2c1d4f3d590ee3742dd89e1148567665a78030c/6b7a1893c783bd982ef3966a25a4443a8302f9eb/00ff3f5b0d0d6e634c70f22f8865fb648a12b011/,2017-09-18 10:26:06+08:00/2018-03-07 15:11:32+01:00/2017-09-14 19:52:31+08:00/2017-09-16 17:01:23+08:00/2017-09-16 10:53:30+08:00/2017-09-11 23:04:52+08:00/,rtio/sed: add output driver (untested)
m-labs/artiq,4b410ce7201fe7c9a1eb6b9590cbc212667e2a35,2015-11-27T09:08:45Z,c4dc4e7bf59e23d635b550baf95b3e756ef3ec74/,2016-07-08 10:47:36+00:00/,compiler.testbench.perf_embedding: fix.
BBN-Q/QGL,58a7ab58374d82732da70beda95652553ba7ae09,2016-10-18T21:20:25Z,58bcb6ac8f43c80dde55c46aeb1baca634ccda4f/7caf995d48588b6b8f198c1e1b74885793667760/b9f3c0c3ff10830082119f5c9531ba3d6a6ab385/7ad56f90e0094138cd5e2fe2014cd650f3f25a27/c3055e4cb7d9b627f362a42f0db0b2ef475ff8c1/95a4cc0019e1259125f6b63e2a5c6b21b68548b0/b3397ba2934b542a3f1b152274e58309edff6cad/,2017-07-18 11:28:47-04:00/2017-08-12 17:54:01-04:00/2018-06-01 10:23:27-04:00/2017-07-18 11:28:47-04:00/2018-05-31 16:41:16-04:00/2018-07-13 12:04:25-04:00/2017-08-12 17:54:01-04:00/,"Add a new ReceiverChannel subclass of PhysicalChannel.

In support of mapping triggers to individual virtual channels on a
receiver/digitizer.

Since the instrument a physical channel is not necessarily an AWG anymore, I've
renamed the AWG property of PhysicalChannel to 'instrument'."
iitis/QuantumInformation.jl,7b10775b8ca06f3e733c9ef222597365bd31c5e7,2018-06-26T08:35:32Z,e11602fbc4c85721f23fef7c917347bb61fd5f3c/,2018-08-30 12:43:53+02:00/,"Update .travis.yml

Process only src"
m-labs/artiq,8e92cc91f5bc535a519134a3128c286744bd01b2,2015-07-28T03:29:50Z,9dfbf077433bc47da125a89cdfbaf90cd14adf17/1809a70f5c229593f3e0e0bdb0bee4b69baaefb8/,2015-07-27 21:29:50-06:00/2015-07-27 23:38:23-06:00/,pipistrello: use 4x serdes for rtio ttl
BBN-Q/QGL,b9ac5356de327b2b7e1496d003b23f1fc7ead630,2017-11-27T22:57:38Z,32477febf96c028dcc09dac7b736220a7fc56989/561ffe2298642090a236253dec9c40d520935e80/,2018-04-25 10:12:46-04:00/2020-04-15 18:05:19-04:00/,Make cals optional for RB
m-labs/artiq,1c96f258b115696d03484f17e6f8d04f5fe80753,2015-08-24T16:37:49Z,e41b9db787afbe1384abdac0a7f28aa22f49e51c/7453d85d5eba166335a21f096cc39583f0e1a725/,2016-01-03 00:47:43+08:00/2016-04-04 22:12:45+08:00/,gui: show server in window title
m-labs/artiq,4ae3ca5f23b2a08657bda2556290e03fa0607c73,2016-03-04T17:12:30Z,a992a672d9a2ae3a5e3f99d8fb1abde0b237b114/906db876a68ac0308203f145b3bed653b10493ba/a20dfd9c001c97ebd2add65b766ed3f1aa62350f/725943fee24475186c619c6923b07aba4de8f874/eb2ec40b3aa91b09174242a73c557f2718754268/009d3967409fb69e609e2e22f53b7c9d8224cb31/bb6e7618bb4936dc7a339ccf525652ecc78f4252/e834a8834028ba329c7cbdcfe87a5f2355467ac7/9d1903a4e2276b69ba3a8ec058f1a716496f7c7f/22a223bf821099a9bf7d4b7dfae61f8344b5625d/,2018-03-24 12:41:18+00:00/2016-07-06 04:44:21+00:00/2018-03-24 16:46:59+01:00/2016-03-04 18:53:05+01:00/2016-03-04 19:01:29+01:00/2016-11-21 04:27:48+00:00/2017-10-26 02:26:19+08:00/2016-03-04 18:15:35+01:00/2016-03-09 13:01:34+08:00/2018-11-19 21:42:36+08:00/,"spi/ad5360: refactor, small fixes"
m-labs/artiq,956f64906d33948fb999b19d561ad93dbe2e10e0,2016-09-23T05:20:15Z,527b1e986cbe738a38849db4cf0df997526ec255/,2017-01-16 14:15:24+00:00/,Rust: fix incorrect use of lwip API.
iitis/QuantumInformation.jl,9e8c4b1387ab63e4711a59af5bc7e814eee6bf09,2018-11-05T09:52:33Z,b51c0bbc989eecdf457c661ea83ea09868759c55/,2018-11-29 12:48:02+01:00/,PRetty plots in results
m-labs/artiq,a486756890dd9f60ab43a0cf6b7be63859d320a2,2019-02-14T12:12:33Z,bcda53ee2f6c7b362774502af1d7406e6e92f8d5/861ad0a62c246a014c5d292ab0735ee6aab73fa9/,2019-02-14 20:14:19+08:00/2019-02-17 14:49:22+08:00/,nix: remove unnecessary fetchsvn
BBN-Q/QGL,1c9e51cd024ec9164d6812cd8ef557f616930170,2013-03-26T19:33:05Z,15d0732143cc2dce992b6ed7c45f17faffa09350/83eb3b7ec0fd8f6482fd9fc805a397b4ee07648e/,2015-08-03 18:06:59-04:00/2013-04-24 20:28:12-04:00/,"Fix unequal analog/marker channel lengths.

--BRJ"
BBN-Q/Qlab,c46d56a49371b6793771a948317bb9698cba7c31,2011-11-30T15:54:29Z,0ba2eca17c373cb94090fb22a3c8c269bc58ebf8/,2013-06-14 10:05:21-04:00/,"Make the units label visible (on Windows) for the trigger voltage.
--BRJ

git-svn-id: https://qubit.bbn.com/svn/MQCO/trunk@232 005577ff-ac90-44ea-9eee-c3a23b7cba77"
BBN-Q/Qlab,2d1a83ca7ae80e3bca86c18d482cdd36db575b54,2012-01-23T23:09:10Z,a629641a7cd8aa0c2e68844a81cea4bb7799b93f/822407e02fac12ca06d25b4bbeb7e725259eb0e3/,2012-01-23 23:09:13+00:00/2012-01-24 20:05:08+00:00/,"Renamed window.

git-svn-id: https://qubit.bbn.com/svn/MQCO/trunk@323 005577ff-ac90-44ea-9eee-c3a23b7cba77"
sedabull/quantum-shell,39eea1b0dbc0673792085de3a551b0c7fa6375f1,2015-02-02T04:10:02Z,968b4a75901553929df07202755c85e782d72b06/43b2f94ee7a19bcad2497bb6f2419e36ab4ea384/1f3e10afa32ea505f7b7039d1b87d001d52e2cea/e87bbbc8fd7eefad1d10a41bd514cc6f0d12082b/f3b8fba4b0605f91ef450d17d1fe6d18e800e360/e6a1863fd5daf85afbd9f0e8d5c53b38856ddd9d/fc5bbeaabcbc0c624b7835eb7db4c50ca6e74458/,2015-04-07 23:26:00-04:00/2015-02-02 12:31:12-05:00/2015-02-03 15:03:43-05:00/2015-02-12 12:27:28-05:00/2015-02-09 07:04:42-05:00/2015-02-04 00:10:27-05:00/2015-02-02 16:15:02-05:00/,"fail loudly when trying to use an unimplemented builtin

A list of all bourne-shell and bourne-again-shell builtins has been
added and any relevant commands trying to use one of these builtins
will print an error message to the user with a link to the relevant
github issue: #1. The idea being this may encourage them to contribute,
while simultaneously preventing them from using missing features."
m-labs/artiq,f6071a58125a0fdbf5fc55dd9b38dc0c61bc7740,2016-12-08T16:00:53Z,8381db279f45c60e7719e8a4f084d9142a08e6d4/,2016-12-13 18:37:21+01:00/,sawg/hbf: tweak pipeline for timing
BBN-Q/QGL,03fb762cda56b705e88f339246a923b29d01707a,2017-05-15T17:31:22Z,b9f861f711f659014c445041990305407e935ba5/ac0c968133d062b9518fd365e0960de6cab74878/,2017-07-18 11:50:19-04:00/2017-07-18 11:50:19-04:00/,"Make the 'label' property of CompositePulses more useful.

Now str() of a CompositePulse with a label 'foo' and acting on channel 'q' will
print as 'foo(q)'."
m-labs/artiq,4d07974a3409467e5c0aa83cccc3a85892ad0bf7,2016-11-18T09:45:33Z,381e58434f2870ebaa0d7a043541307b67fa1708/ba94ed8f4bc8ddcd7d4106721059265cc5e260fa/928d5dc9b30e9db1329db76cd2b8b60f79d36dcc/abd1b2a94e7c9e0adfe8f39d5e740209707fcbcb/09fb4869f3408e7b2a296e7a064774153e3c668b/,2016-11-19 10:46:56+08:00/2016-11-19 00:05:59+08:00/2018-03-04 01:02:53+08:00/2016-11-19 11:01:09+08:00/2016-12-09 19:24:00+08:00/,drtio: reset link from CPU
qutech/qupulse,69316203e6d99fcc84e8bd121148fb601d2304ec,2018-03-06T18:57:41Z,50509787d2e50e995819e7ae360cf37352de9d1e/b3c0db183068004ac561d8155b3fc44928cd0679/5e36a3a6e3bee18f81169ed65d167b97e7f28350/,2018-08-06 11:03:45+02:00/2018-08-06 11:29:39+02:00/2018-09-06 11:25:36+02:00/,Improve matmul functionality
BBN-Q/Qlab,4113c40dbf8400303db000237fe43a18fb9c5bc7,2013-03-27T22:28:03Z,2021a2ee23e9bbd8d64d9570df080b0bcaa7fa7a/8f294e8250b3fe9468db711528f0a740a80eb375/,2013-04-02 18:05:46-04:00/2013-04-04 19:30:25-04:00/,Simplified build order
m-labs/artiq,6217cf53920cc7820bc7dc43cea39142db716fc1,2015-04-11T21:32:43Z,70916aa0c57ddd4c780c8a0a104d616e3bd973cc/a36c51eb83ea29599531ac9a14c264325c078bd1/62669f9ff2d86a98afeeb2a930a71b7496591771/938e1c284235510a8b76749682360d15b04b4a7c/a901971e58d3995d1df283c9e1e946e6205ea700/,2015-04-14 18:12:46-06:00/2015-05-08 14:44:39+08:00/2015-05-01 18:51:24+08:00/2015-04-27 20:43:45+08:00/2016-03-03 15:12:15+08:00/,"pipistrello: basesoc, cleanup"
m-labs/artiq,c28b938471d831d9ee5d7a057482793b37a77917,2016-02-02T22:42:47Z,3fd6962bd2b34707679e313b8502a8bd557b7dc1/,2019-11-10 15:55:17+08:00/,Client: add note about timeout sideeffects
BBN-Q/PyQLab,a0214b88ca3e0c5ba7fb0eabda4c5516f3c07b71,2012-06-04T01:30:11Z,1de5566f185c4b6940b53d837b2aac6e8b8cc27b/47949b0a9f12d1f831caaa7a42e20735cb6c91b6/97167e342217bf38b2c340d3fb56e9275aaaf0a6/c240bd6aa0f438e72cdd833d9f233029510f0698/00251f762a8c08272edf43d0608ce8cb778e54a8/,2013-02-27 11:39:58-05:00/2012-12-17 17:19:19-05:00/2012-12-07 17:07:14-05:00/2012-06-07 21:12:27-04:00/2012-11-06 09:53:01-05:00/,"Add randomized benchmarking sequence

I was worried this would grind the compiler to a halt and I'd have to do
some optimization but it compile faster than our Matlab version.  Just
imagine what PiPi would do!"
m-labs/artiq,d26a9d031b59eb77cafc07804aba94b9d8f4e2d1,2014-10-13T15:54:56Z,f3b727b59d9613aa46e4fea8d58b38dc87ea1989/200330a808186f731ab4cc0166b5bf2c4248ef9e/,2014-12-17 21:54:10+08:00/2015-08-10 20:36:39+03:00/,py2llvm: support BoolOp
BBN-Q/QGL,c832de1f6bd754fd542327d4432b65d5e9cd7b9c,2015-07-17T19:46:50Z,241a68faa39f3eef2060b2c7b97658c1699b01e3/30d936c260b43145a2a928b70ef81a31ae978014/,2016-01-14 10:01:03-05:00/2015-11-16 14:45:01-05:00/,Read and write library version in json en/decoders
m-labs/artiq,821834891e0d99342d6dc0a5cce4385ac37ab4ca,2014-09-30T08:43:27Z,2a843ea436c4c7f34d936a0e4794e308dc9329bf/,2014-12-02 17:19:05+08:00/,language/core: use 'var' for class attribute docstring
m-labs/artiq,76e034c91336878bc7dc239540ee48a637aec677,2015-06-15T04:03:34Z,721c6f3bcce8c09f75843dccdd2ba521122a81cf/fd7081830c6fe3811fc85ca1ffb495a5604bf621/3fd6962bd2b34707679e313b8502a8bd557b7dc1/,2019-01-09 23:13:22-05:00/2019-11-12 19:43:04+08:00/2019-11-10 15:55:17+08:00/,protocols: add fire-and-forget RPC
BBN-Q/Qlab,a8502d66fd3935ea96ba4bce7b71ff1995c08b1a,2011-07-22T15:04:27Z,2d2850165322bf6370902f138d64df79adc18e77/0993223b5b413a7159eff4a7d5b6196bf61da0f0/cc524c9d9859777c054175f2f34a08da341694b4/b4e5fc5b8cf2d0ccb5cc2cffceaa51f644774865/8c4912eed3f5b034eba9c488d558da596f239b62/57a61f8668ae5481847be15f4f44657bdffffad1/,2012-05-21 16:47:43-04:00/2012-05-10 16:39:49-04:00/2012-10-29 11:31:44-04:00/2015-03-26 09:45:10-04:00/2012-05-17 14:04:23-04:00/2012-07-16 15:54:25-04:00/,"Committing latest APS driver and bitfiles.
-BRJ

git-svn-id: https://qubit.bbn.com/svn/MQCO/trunk@119 005577ff-ac90-44ea-9eee-c3a23b7cba77"
m-labs/artiq,e755e1ba9e49ba95f56aecb34d9804e9073399ce,2015-12-14T08:31:03Z,35acc33ef618c228ff25f359f411033084d82edd/,2015-12-16 13:56:49+08:00/,validators.escape: support arrays in multiple assignment.
lneuhaus/pyrpl,5ae0ae808dff5016f935019f9bbaf79f2bcc928f,2017-04-03T15:14:12Z,54baade21a6385ee5d0fadad7be11019489de75c/38967461b0e246f5fd0c9ff0455a4ef1719f0a62/5f4789bf998cf348d43685d8e531dea4a78c223a/a7571871c65063881644c86e8a0902934c6a91fa/,2017-06-23 17:26:35+02:00/2017-04-05 19:41:57+02:00/2017-04-04 16:33:37+02:00/2017-05-27 20:22:48+02:00/,more work on specan
m-labs/artiq,912274c6af9c8deb9fbb43ef5e25a5999969cdf8,2016-02-05T22:08:49Z,4707aef45cbbb560bb874165e2f721093510d7e9/,2019-11-14 15:21:51+08:00/,test_ctlmgr: fix
m-labs/artiq,661dd00c4cbe1f9e1c48be467b34f30b96409289,2018-10-11T13:16:08Z,2538840756ee76ee49a72dc714361f25be2170ff/,2020-05-17 14:09:11+01:00/,"ad9912: phase offset is 14 bit LSB aligned

c.f. sinara-hw/Urukul#15"
